period_year,period_quarter,year_quarter,sentence_count,token_count,avg_sentence_length,long_word_share,complexity_score,demand_net,pricing_net,supply_pressure_net,capex_net,inflation_net,gdp_growth_net,ai_net,unemployment_net,uncertainty_net,rates_net,financial_conditions_net,overall_net_tone,hawkish_dovish_net,demand_raw,demand_zscore,inflation_raw,inflation_zscore,employment_raw,employment_zscore,capex_raw,capex_zscore,ai_raw,ai_zscore,hawkish_dovish_raw,hawkish_dovish_zscore
2022,3,2022-Q3,114.04285714285714,2477.8,24.123474202656595,0.21665453898019701,5.327734318970775,5.257901125850449e-05,-2.6790807740500648e-05,-0.0008877577961457852,0.0010123240105789745,-0.008544391545468665,0.00018550676459693435,0.00015430201250238987,0.00026881624964023596,-0.0008224866673876795,-0.00033004767600889495,-7.651997799288561e-05,-0.0008074089947438354,0.37262588176873024,0.00011904288792771942,-0.7895291375084567,-0.0031529800497849835,-1.173764693166426,0.00026881624964023596,0.09474557380848855,0.0010123240105789745,0.22680069371255532,0.00015430201250238987,-0.4747143266290831,0.37262588176873024,0.8337501455919849
2022,4,2022-Q4,133.01136363636363,2803.1136363636365,22.07609766217706,0.21599099461275487,4.816317505730544,2.1339503770360368e-05,0.00011009959340071506,-0.0007317995627278765,0.0011650215197398649,-0.008899882035397743,0.0003579699346523498,2.5838614977285695e-05,0.0002447624514163466,-0.0008462025826214786,-0.0009288242127234481,-7.358775219786046e-05,-0.0002030382023741416,0.44804230625640806,0.0001896547192113551,-0.3511162740967775,-0.003173860668241635,-1.2019375681292614,0.0002447624514163466,-0.017386437830871473,0.0011650215197398649,0.9752040728153625,2.5838614977285695e-05,-0.7472889309407271,0.44804230625640806,1.1284680923637656
2023,1,2023-Q1,140.96341463414635,2860.2804878048782,21.831220981597564,0.2178462034617847,4.843251553151136,-1.7528033484658597e-05,0.00022385254257365102,-0.0006895459056864568,0.0007494091646053229,-0.009428472831443482,0.0005491785600170991,0.00016580201865215566,0.0004010453291852919,-0.0008642898374539727,-0.0008678417451482516,-9.914067813900429e-05,0.000983803228354162,0.4021425950328299,0.00026582526326622026,0.12180937759153963,-0.003298055398185429,-1.3695055261863216,0.0004010453291852919,0.7111601852806319,0.0007494091646053229,-1.0618015907926313,0.00016580201865215566,-0.4503135269753037,0.4021425950328299,0.949097766322376
2023,2,2023-Q2,116.73684210526316,2427.5157894736844,21.086404768375846,0.2144955436149035,4.533410227953639,3.05620428999888e-05,8.356499870206795e-05,-0.0004156875644780788,0.0008960244263247466,-0.0074099387249960905,0.0004037465352651151,0.0001390062809430459,0.0005362616720854825,-0.0011012687733876403,-0.0010192260764133206,-0.00018317612378223073,0.0013577122178105535,0.5164459812532574,0.00021715428908255195,-0.18037767476215036,-0.002580687096924034,-0.401606634891694,0.0005362616720854825,1.3415005745526036,0.0008960244263247466,-0.34320861634375227,0.0001390062809430459,-0.5071689250420712,0.5164459812532574,1.3957810919346947
2023,3,2023-Q3,113.0,2444.0666666666666,21.80019273300742,0.21872458200254385,4.774743655553768,-8.812277490629546e-06,0.00041077847485057156,-0.00031098602259232934,0.0008294382231014838,-0.009116230032637777,0.0007483718477961035,0.0004678577435939821,0.0007305315148933958,-0.0008419634254748219,-0.001252000783534141,-5.267939774035688e-05,0.0032056404688812433,0.42074958213083213,0.000369779785152737,0.7672394532086536,-0.0030054791934598455,-0.9747512783680934,0.0007305315148933958,2.2471316965963,0.0008294382231014838,-0.6695619391173999,0.0004678577435939821,0.19059058495273218,0.42074958213083213,1.0218115428025671
2023,4,2023-Q4,119.36538461538461,2617.9903846153848,21.854911195676898,0.21470094987634702,4.722849976831403,1.901954324771949e-05,0.00023550249241203054,-0.000343553086906848,0.0007860073955910827,-0.007088074935374205,0.000607586413947131,0.0001543868670890701,0.00040060243733924545,-0.0013752146002238008,-0.0007901984487793784,-7.719202486740859e-05,0.0009092921106040376,0.26176502918551087,0.00031330297859742527,0.4165877560616929,-0.002398708509956341,-0.15607463653648362,0.00040060243733924545,0.7090955486201922,0.0007860073955910827,-0.8824257785122367,0.0001543868670890701,-0.47453428152803495,0.26176502918551087,0.40051981052042723
2024,1,2024-Q1,120.35433070866142,2688.551181102362,22.679952281943144,0.21876305068254587,4.985262110763674,-1.90598458610767e-05,0.00012936388966599052,-0.00040410783796704375,0.0009816725746581466,-0.0077826729852980185,0.0003997719121281304,0.00015590045162045246,0.0006794350240711277,-0.0006586289234391771,-0.0007466266901262781,-8.450588831615045e-05,0.0020278550932271975,0.28774585671059005,0.00019035603313352685,-0.346761974835868,-0.0026858056445330236,-0.5434363275423721,0.0006794350240711277,2.008934292166315,0.0009816725746581466,0.07657140481609849,0.00015590045162045246,-0.47132274647071914,0.28774585671059005,0.5020496323813691
2024,2,2024-Q2,124.15555555555555,2726.1,22.4145343381799,0.21890838011478653,4.937104878189102,1.4853576656750754e-05,0.0002159054107778336,-0.0003724476257905685,0.0007888675174683841,-0.006987306453680199,0.0004126082040574644,0.00025951876700179577,0.0004834946889727592,-0.0006556793833825588,-0.00072544675557909,-6.96582817688677e-05,0.0022469937709604267,0.3435487442469481,0.00021373089035710757,-0.201632781881427,-0.0023812828895643113,-0.13256336815745226,0.0004834946889727592,1.0955158070120914,0.0007888675174683841,-0.8684077052025874,0.00025951876700179577,-0.25146462455712554,0.3435487442469481,0.7201203318394049
2024,3,2024-Q3,118.09848484848484,2605.1666666666665,22.190397953274136,0.21629939033094886,4.804995909949561,-2.7844915629388423e-06,0.00021402334573840382,-0.00029836385077249163,0.0005219558649251582,-0.006942291768484541,0.0004987235433494384,0.0014556135525616947,0.00022257485115791684,-0.0007275908963050612,-0.0005009835960400317,-0.0001009450847937423,0.000853284318149345,0.26558733177515115,0.0002479695258932498,0.010947149439341865,-0.0023422107578395432,-0.07984585483769303,0.00022257485115791684,-0.12081876179361202,0.0005219558649251582,-2.1765991995038414,0.0014556135525616947,2.2864182990943274,0.26558733177515115,0.4154568905903436
2024,4,2024-Q4,122.75816993464052,2648.294117647059,21.695892343529163,0.21416243685295117,4.650824669440802,8.593313952271922e-06,-1.3576530267795777e-05,-0.0002604308830832804,0.0008884228444917598,-0.006410131966591918,0.0006264705689726466,0.0009689016932388058,0.00030484227191366383,-0.0009326185316917359,-0.0003381598384165897,-1.8088896384371074e-05,0.0028957782952331273,0.12681978635459357,0.0003175319414624593,0.4428444284240608,-0.002228046459980998,0.07418868659439556,0.00030484227191366383,0.26268871157339285,0.0008884228444917598,-0.38046560607198393,0.0009689016932388058,1.2537094106127216,0.12681978635459357,-0.1268293069154625
2025,1,2025-Q1,141.5107913669065,3059.2805755395684,21.954111889044412,0.22011135846994126,4.827684562293927,-4.266276418205774e-07,0.00021452118376353712,-0.00039340367441729806,0.0009200034187400637,-0.006360609376060388,0.0006155652306617575,0.0005309310338241319,0.0004204153974148984,-0.0016308536509186853,-0.00015826817230755856,-1.7395757003790397e-05,0.0026647002226745523,0.30552836952757056,0.00030756930150996846,0.3809886539835624,-0.0021798306222380495,0.13924321411140772,0.0004204153974148984,0.8014579709343037,0.0009200034187400637,-0.2256824101225682,0.0005309310338241319,0.32441996716066335,0.30552836952757056,0.5715414665735306
2025,2,2025-Q2,118.77777777777777,2445.6913580246915,21.0928579727835,0.2205050372503062,4.678353357194356,-5.148557848294649e-05,0.00010240059219076349,-0.0002795502416543063,0.0010117877709432098,-0.006309463208632764,0.0005821226304069351,0.0008817181793326366,0.00022553846810969292,-0.0027948657743767733,3.153882699792149e-05,-1.748380262231475e-05,0.001230038094562971,0.11791794044845422,0.0002653185259619943,0.11866316047034865,-0.0021622042860321026,0.1630252954235089,0.00022553846810969292,-0.107003216845658,0.0010117877709432098,0.22417246776688937,0.0008817181793326366,1.0687227742377274,0.11791794044845422,-0.16161660644283304
2025,3,2025-Q3,132.33846153846153,2712.123076923077,20.820057660583398,0.21855129802527426,4.569631646468883,6.210578305456182e-06,0.00011288469591535334,-0.0003011082094806701,0.0007700978199523967,-0.005971763080575329,0.0004364293980370973,0.0009894901859789597,0.0002212966479150352,-0.0011590113307075498,3.744690057953646e-05,-1.5414392540394014e-05,0.001317152016230975,0.10639647440054412,0.00022131998817127675,-0.1545137928545513,-0.0020533288647135487,0.3099238960421403,0.0002212966479150352,-0.12677738419387488,0.0007700978199523967,-0.9604020351880325,0.0009894901859789597,1.2973942295583196,0.10639647440054412,-0.20664105357762988
2025,4,2025-Q4,133.50632911392404,2725.2025316455697,21.164589336200702,0.2167993663063056,4.618702550643604,-4.437205043642413e-05,0.00013198573876597395,-0.0001948248795239131,0.0010418418646663435,-0.004838473429298501,0.0005161582463202745,0.0018206132051364282,0.0001393188688828825,-0.0013200147331533625,-3.0486917385472268e-05,-5.11797234207838e-06,0.0017254798088019465,0.011382287324026293,0.00023589309794192517,-0.0640326558096981,-0.00163377085668548,0.8760065206717709,0.0001393188688828825,-0.5089346296750791,0.0010418418646663435,0.37147405390190824,0.0018206132051364282,3.06087731069725,0.011382287324026293,-0.5779446034291145
2026,1,2026-Q1,19.75,334.25,17.441055567995225,0.24926593704336883,4.44133281407428,0.0,0.0,-0.0001971608832807571,0.0006567197068101688,-0.010984191066002862,0.0018912514321103224,0.000426940295045463,0.0001926040061633282,-0.002865245625429895,0.000426940295045463,0.0,0.0022161956380642987,0.004629629629629631,0.0009456257160551612,4.342536380954572,-0.0037271173164278733,-1.9484111653585283,0.0001926040061633282,-0.2605343737935894,0.0006567197068101688,-1.5160925861225505,0.000426940295045463,0.10377163447794711,0.004629629629629631,-0.6043331444460706
