sector,company_name,fiscal_year,fiscal_period,qa_detected,sentence_count,token_count,avg_sentence_length,long_word_share,complexity_score,numeric_token_share,overall_positive_density,overall_negative_density,overall_net_tone,overall_token_count,prepared_positive_density,prepared_negative_density,prepared_net_tone,prepared_token_count,qa_positive_density,qa_negative_density,qa_net_tone,qa_token_count,management_qa_positive_density,management_qa_negative_density,management_qa_net_tone,management_qa_token_count,analyst_question_positive_density,analyst_question_negative_density,analyst_question_net_tone,analyst_question_token_count,demand_positive_density,demand_negative_density,demand_net,pricing_positive_density,pricing_negative_density,pricing_power_net,capex_positive_density,capex_negative_density,capex_net,gdp_growth_positive_density,gdp_growth_negative_density,gdp_growth_net,ai_positive_density,ai_negative_density,ai_net,unemployment_positive_density,unemployment_negative_density,unemployment_net,inflation_positive_density,inflation_negative_density,inflation_net,supply_chain_positive_density,supply_chain_pressure_density,supply_chain_net,labor_pressure_density,automation_density,uncertainty_positive_density,uncertainty_density,uncertainty_net,macro_risk_positive_density,macro_risk_density,macro_risk_net,guidance_raised,guidance_lowered,qna_reality_gap,analyst_management_gap,growth_signal,margin_signal,credibility_signal,composite_signal,relative_path,fiscal_year_num,quarter_num
Unassigned,1stdibs-com-inc,2022,Q2,1,373,5734,15.372654155495978,0.17116630669546437,2.631280435902929,0.019532612486920127,0.016044645971398673,0.004011161492849668,0.012033484478549007,5734,0.021653543307086614,0.00557742782152231,0.016076115485564306,3048,0.00967982129560685,0.0022338049143708115,0.007446016381236039,2686,0.011207335710646969,0.0020376974019358125,0.009169638308711156,1963,0.005594405594405594,0.002797202797202797,0.002797202797202797,715,0.0,0.0,0.0,0.00017439832577607255,0.0,0.00017439832577607255,0.0003487966515521451,0.0,0.0003487966515521451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017439832577607255,0.0005231949773282176,-0.0003487966515521451,0.0,0.0,0.0,0,1,-0.00690647717685315,0.006372435511508359,0.012382281130101152,0.00017439832577607255,-0.0010572366426730082,0.011499442813204216,1stdibs-com-inc\2022\Q2\DIBS_2022-08-10_Q2.txt,2022,2.0
Unassigned,1stdibs,2024,Q4,0,221,3774,17.076923076923077,0.2066162040930754,3.528369023743288,0.041865394806571275,0.0196078431372549,0.003444621091679915,0.016163222045574986,3774,0.0196078431372549,0.003444621091679915,0.016163222045574986,3774,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.000794912559618442,0.00026497085320614734,0.0005299417064122947,0.0,0.0,0.0,0.00026497085320614734,0.0,0.00026497085320614734,0.0,0.0,0.0,0.0021197668256491787,0.0,0.0021197668256491787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021197668256491787,0.00026497085320614734,0.0005299417064122947,-0.00026497085320614734,0.0,0.0,0.0,0,0,-0.016163222045574986,0.0,0.01695813460519343,0.0021197668256491787,-0.016693163751987282,0.0023847376788553275,1stdibs\2024\Q4\DIBS_2025-12-11_Q4.txt,2024,4.0
Unassigned,1stdibs,2025,Q1,0,236,3705,15.69915254237288,0.1816372939169983,2.851551584586774,0.03643724696356275,0.015654520917678813,0.0035087719298245615,0.012145748987854251,3705,0.015654520917678813,0.0035087719298245615,0.012145748987854251,3705,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0010796221322537112,0.0,0.0010796221322537112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005398110661268556,0.0,0.0005398110661268556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010796221322537112,0.0008097165991902834,0.0010796221322537112,-0.0002699055330634278,0.0,0.0005398110661268556,-0.0005398110661268556,0,0,-0.012145748987854251,0.0,0.012685560053981106,0.0010796221322537112,-0.013225371120107961,0.0005398110661268551,1stdibs\2025\Q1\DIBS_2025-12-11_Q1.txt,2025,1.0
Unassigned,1stdibs,2025,Q2,0,173,2916,16.85549132947977,0.2416636787378989,4.073360041616839,0.03155006858710562,0.018518518518518517,0.005829903978052126,0.012688614540466393,2916,0.018518518518518517,0.005829903978052126,0.012688614540466393,2916,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0006858710562414266,0.0,0.0006858710562414266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0003429355281207133,0.0006858710562414266,-0.0003429355281207133,0.0,0.00102880658436214,-0.00102880658436214,0,0,-0.012688614540466393,0.0,0.012345679012345678,0.0030864197530864196,-0.013374485596707819,0.002057613168724279,1stdibs\2025\Q2\DIBS_2025-12-11_Q2.txt,2025,2.0
Unassigned,1stdibs,2025,Q3,0,52,971,18.673076923076923,0.25914315569487983,4.839000080379391,0.009268795056642637,0.025746652935118436,0.003089598352214212,0.02265705458290422,971,0.025746652935118436,0.003089598352214212,0.02265705458290422,971,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020597322348094747,0.0,0.0020597322348094747,0.0,0.0,0.0,0.006179196704428424,0.0,0.006179196704428424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008238928939237899,0.0020597322348094747,0.0,0.0020597322348094747,0.0,0.0,0.0,0,0,-0.02265705458290422,0.0,0.024716786817713696,0.008238928939237899,-0.02265705458290422,0.010298661174047374,1stdibs\2025\Q3\DIBS_2025-12-11_Q3.txt,2025,3.0
Unassigned,1stdibs,2025,Q4,0,155,2668,17.212903225806453,0.23282747603833867,4.007636813356695,0.046101949025487254,0.017616191904047975,0.0011244377811094452,0.01649175412293853,2668,0.017616191904047975,0.0011244377811094452,0.01649175412293853,2668,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0,0.0003748125937031484,0.0,0.0,0.0,0.004122938530734633,0.0,0.004122938530734633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003748125937031484,-0.0003748125937031484,0.0,0.004497751124437781,0.0003748125937031484,0.0,0.0003748125937031484,0.0,0.0,0.0,0,0,-0.01649175412293853,0.0,0.01686656671664168,0.004122938530734632,-0.01649175412293853,0.004497751124437781,1stdibs\2025\Q4\DIBS_2026-02-27_Q4.txt,2025,4.0
Unassigned,5e-advanced,2026,UNKNOWN-QUARTER,0,30,513,17.1,0.31910569105691056,5.456707317073171,0.01364522417153996,0.007797270955165692,0.0,0.007797270955165692,513,0.007797270955165692,0.0,0.007797270955165692,513,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005847953216374269,-0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.007797270955165692,0.0,0.009746588693957114,-0.005847953216374269,-0.007797270955165692,-0.003898635477582846,5e-advanced\2026\UNKNOWN-QUARTER\FEAM_2026-02-17_UNKNOWN-QUARTER.txt,2026,
Unassigned,1-800-flowers-com,2022,Q4,1,508,9506,18.712598425196852,0.1456469561422649,2.725433002142461,0.024405638544077426,0.009572901325478646,0.0029455081001472753,0.0066273932253313695,9506,0.01236226820747111,0.00429991937651169,0.00806234883095942,3721,0.007778738115816767,0.002074330164217805,0.005704407951598963,5785,0.008904109589041096,0.002054794520547945,0.00684931506849315,4380,0.0042796005706134095,0.0021398002853067048,0.0021398002853067048,1402,0.0,0.00010519671786240269,-0.00010519671786240269,0.00021039343572480537,0.00010519671786240269,0.00010519671786240269,0.0014727540500736377,0.0,0.0014727540500736377,0.0,0.0,0.0,0.001051967178624027,0.0,0.001051967178624027,0.0,0.0,0.0,0.0,0.0011571638964864297,-0.0011571638964864297,0.0,0.0012623606143488324,-0.0012623606143488324,0.00021039343572480537,0.001367557332211235,0.0,0.00042078687144961075,-0.00042078687144961075,0.0,0.001051967178624027,-0.001051967178624027,0,0,-0.0012130337624662695,0.004709514783186446,0.006942983378918578,0.0,0.003075694149270566,0.010018677528189144,1-800-flowers-com\2022\Q4\FLWS_2022-09-02_Q4.txt,2022,4.0
Unassigned,1-800-flowers-com,2023,Q1,1,393,6582,16.748091603053435,0.14307955783901605,2.396309541212223,0.015800668489820723,0.008356122759039806,0.005165603160133698,0.0031905195989061076,6582,0.011836441893830704,0.00860832137733142,0.0032281205164992827,2788,0.005798629414865577,0.002635740643120717,0.0031628887717448603,3794,0.006085964244960061,0.002282236591860023,0.003803727653100038,2629,0.0051635111876075735,0.0034423407917383822,0.0017211703958691911,1162,0.0,0.0,0.0,0.00015192950470981463,0.0007596475235490732,-0.0006077180188392585,0.0007596475235490732,0.0,0.0007596475235490732,0.0,0.0,0.0,0.002430872075357034,0.0,0.002430872075357034,0.0,0.0,0.0,0.0,0.00045578851412944393,-0.00045578851412944393,0.0,0.0022789425706472195,-0.0022789425706472195,0.0,0.002582801580066849,0.00030385900941962927,0.0006077180188392585,-0.00030385900941962927,0.0,0.00015192950470981463,-0.00015192950470981463,0,0,0.0005756071366007551,0.0020825572572308465,0.003798237617745366,-0.0003038590094196288,0.002050446374992343,0.00554482498331808,1-800-flowers-com\2023\Q1\FLWS_2022-11-04_Q1.txt,2023,1.0
Unassigned,1-800-flowers-com,2023,Q2,1,380,6517,17.15,0.14211438474870017,2.437261698440208,0.015191038821543655,0.010894583397268683,0.003836120914531226,0.007058462482737456,6517,0.013349038084020416,0.006281900274833137,0.007067137809187279,2547,0.009319899244332493,0.0022670025188916876,0.007052896725440806,3970,0.00964095744680851,0.0019946808510638296,0.007646276595744681,3008,0.008412197686645636,0.0031545741324921135,0.005257623554153523,951,0.00015344483658124905,0.00015344483658124905,0.0,0.00015344483658124905,0.0010741138560687433,-0.0009206690194874942,0.0004603345097437471,0.0,0.0004603345097437471,0.0,0.00015344483658124905,-0.00015344483658124905,0.0012275586926499924,0.0,0.0012275586926499924,0.0,0.0,0.0,0.00015344483658124905,0.00015344483658124905,0.0,0.0,0.0003068896731624981,-0.0003068896731624981,0.0006137793463249962,0.0015344483658124904,0.00015344483658124905,0.0009206690194874942,-0.0007672241829062452,0.0,0.00015344483658124905,-0.00015344483658124905,0,0,0.0005791387865574016,0.0023886530415911577,0.007365352155899954,-0.0003068896731624981,0.002047122808661065,0.009105585291398521,1-800-flowers-com\2023\Q2\FLWS_2023-02-02_Q2.txt,2023,2.0
Unassigned,1-800-flowers-com,2023,Q3,1,365,5949,16.2986301369863,0.16019333678577594,2.6109319466810437,0.016977643301395194,0.00874096486804505,0.005379055303412338,0.0033619095646327114,5949,0.011253395421032208,0.009313154831199068,0.0019402405898331393,2577,0.006820877817319098,0.002372479240806643,0.004448398576512456,3372,0.007802340702210663,0.0017338534893801473,0.006068487212830516,2307,0.004721435316336166,0.003777148253068933,0.0009442870632672333,1059,0.0,0.0,0.0,0.00016809547823163558,0.0013447638258530846,-0.001176668347621449,0.0005042864346949068,0.0,0.0005042864346949068,0.0,0.00033619095646327115,-0.00033619095646327115,0.0013447638258530846,0.0,0.0013447638258530846,0.0,0.0,0.0,0.0,0.0005042864346949068,-0.0005042864346949068,0.0,0.0005042864346949068,-0.0005042864346949068,0.0,0.0013447638258530846,0.0,0.0005042864346949068,-0.0005042864346949068,0.0,0.0006723819129265423,-0.0006723819129265423,1,0,0.004128246622997377,0.0051242001495632825,0.003193814086401076,-0.0003361909564632712,0.008748160337865752,0.011605783467803558,1-800-flowers-com\2023\Q3\FLWS_2023-05-11_Q3.txt,2023,3.0
Unassigned,1-800-flowers-com,2023,Q4,1,369,6994,18.953929539295395,0.14830760095011877,2.8110118185504898,0.02730912210466114,0.009722619388046897,0.004718329997140406,0.0050042893909064915,6994,0.012654587287891862,0.00805291918320391,0.004601668104687949,3477,0.0068239977253340914,0.0014216661927779358,0.005402331532556156,3517,0.006460387623257395,0.0006800408024481469,0.005780346820809248,2941,0.008726003490401396,0.005235602094240838,0.0034904013961605585,573,0.0,0.0,0.0,0.00014297969688304262,0.0,0.00014297969688304262,0.0008578781812982557,0.0,0.0008578781812982557,0.0,0.00014297969688304262,-0.00014297969688304262,0.0018587360594795538,0.0,0.0018587360594795538,0.0,0.0,0.0,0.0,0.0007148984844152131,-0.0007148984844152131,0.0,0.001143837575064341,-0.001143837575064341,0.00028595939376608524,0.0020017157563625965,0.00014297969688304262,0.00028595939376608524,-0.00014297969688304262,0.00014297969688304262,0.0010008578781812983,-0.0008578781812982557,0,0,0.0011786787161212993,0.0022899454246486897,0.004861309694023448,0.0007148984844152131,0.0031826647470039036,0.008758872925442565,1-800-flowers-com\2023\Q4\FLWS_2023-08-31_Q4.txt,2023,4.0
Unassigned,1-800-flowers-com,2024,Q1,1,320,5583,17.446875,0.14629221732745962,2.552342029185022,0.017911517105498837,0.005015224789539674,0.003403188250044779,0.0016120365394948952,5583,0.007930513595166163,0.0056646525679758305,0.0022658610271903325,2648,0.002385008517887564,0.001362862010221465,0.0010221465076660989,2935,0.002579218865143699,0.001105379513633014,0.0014738393515106854,2714,0.0,0.004651162790697674,-0.004651162790697674,215,0.0,0.0,0.0,0.0007164606842199534,0.0,0.0007164606842199534,0.0003582303421099767,0.0,0.0003582303421099767,0.0,0.00017911517105498835,-0.00017911517105498835,0.001970266881604872,0.0,0.001970266881604872,0.0,0.0,0.0,0.0,0.0003582303421099767,-0.0003582303421099767,0.0,0.0,0.0,0.00017911517105498835,0.0021493820526598604,0.0,0.0008955758552749418,-0.0008955758552749418,0.00017911517105498835,0.0005373455131649651,-0.0003582303421099767,0,0,-0.0007920216756796472,0.00612500214220836,0.0014329213684399068,0.0026867275658248252,0.0044374046112537705,0.008557053545518502,1-800-flowers-com\2024\Q1\FLWS_2023-11-03_Q1.txt,2024,1.0
Unassigned,1-800-flowers-com,2024,Q2,0,51,1133,22.215686274509803,0.209009009009009,4.643278572690337,0.009708737864077669,0.0088261253309797,0.00264783759929391,0.00617828773168579,1133,0.0088261253309797,0.00264783759929391,0.00617828773168579,1133,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00088261253309797,0.0,0.00088261253309797,0.00088261253309797,0.0,0.00088261253309797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.00617828773168579,0.0,0.00706090026478376,0.00088261253309797,-0.00617828773168579,0.0017652250661959407,1-800-flowers-com\2024\Q2\FLWS_2024-02-01_Q2.txt,2024,2.0
Unassigned,1-800-flowers-com,2024,Q3,1,403,7450,18.4863523573201,0.14994472084024324,2.771930943572735,0.01664429530201342,0.006308724832214765,0.005906040268456376,0.00040268456375838925,7450,0.008336112037345782,0.009003001000333445,-0.0006668889629876625,2999,0.004942709503482363,0.003819366434509099,0.0011233430689732643,4451,0.005620985010706638,0.0034796573875802996,0.0021413276231263384,3736,0.0014204545454545455,0.005681818181818182,-0.004261363636363636,704,0.0,0.0,0.0,0.00040268456375838925,0.0,0.00040268456375838925,0.00013422818791946307,0.0,0.00013422818791946307,0.00013422818791946307,0.0,0.00013422818791946307,0.00026845637583892615,0.0,0.00026845637583892615,0.0,0.00040268456375838925,-0.00040268456375838925,0.0,0.00040268456375838925,-0.00040268456375838925,0.0,0.00040268456375838925,-0.00040268456375838925,0.0,0.00026845637583892615,0.0,0.0,0.0,0.0,0.00026845637583892615,-0.00026845637583892615,0,0,0.0028082165861140007,0.006402691259489975,0.00026845637583892615,0.00026845637583892615,0.009210907845603977,0.009747820597281829,1-800-flowers-com\2024\Q3\FLWS_2024-05-03_Q3.txt,2024,3.0
